관측분야 : 지상기상관측
조회기간 : 임의기간(시별): 2014-01-01 00시 ~ 2014-12-31 23시
관측지점 : 서울(108)
출력기후요소 : 기온,강수량,풍속,해면기압,풍향

지점번호,지점,일시,기온 (℃),시간강수량 (mm),풍향 (deg),풍속 (m/s),해면기압 (hPa),원시자료
108,서울,2014-02-27 22,5.3,,270.0,4.8,1021.2,
108,서울,2014-02-27 23,4.3,,290.0,3.6,1021.7,
108,서울,2014-02-28 00,3.8,,290.0,5.1,1021.9,
108,서울,2014-02-28 01,3.4,,290.0,3.4,1022.3,
108,서울,2014-02-28 02,3.2,,320.0,2.4,1022.6,
108,서울,2014-02-28 03,2.7,,320.0,1.0,1022.3,
108,서울,2014-02-28 04,2.3,,270.0,2.2,1022.4,
108,서울,2014-02-28 05,2.2,,290.0,2.1,1022.6,
108,서울,2014-02-28 06,1.6,,290.0,2.1,1023.2,
108,서울,2014-02-28 07,1.4,,50.0,1.6,1023.4,
108,서울,2014-02-28 08,1.7,,50.0,2.5,1023.7,
108,서울,2014-02-28 09,3.2,,70.0,2.6,1023.8,
108,서울,2014-02-28 10,5.3,,70.0,2.6,1024.1,
108,서울,2014-02-28 11,6.8,,70.0,2.2,1023.9,
108,서울,2014-02-28 12,9.1,,70.0,1.8,1023.3,
108,서울,2014-02-28 13,10.8,,90.0,2.8,1022.2,
108,서울,2014-02-28 14,11.5,,50.0,2.4,1020.9,
108,서울,2014-02-28 15,11.7,,90.0,0.7,1020.3,
108,서울,2014-02-28 16,12.2,,70.0,2.8,1019.5,
108,서울,2014-02-28 17,11.9,,70.0,1.2,1019.5,
108,서울,2014-02-28 18,10.2,,270.0,3.6,1019.3,
108,서울,2014-02-28 19,8.9,,290.0,1.9,1019.7,
108,서울,2014-02-28 20,8.1,,270.0,1.9,1019.4,
108,서울,2014-02-28 21,7.5,,290.0,1.4,1019.6,
108,서울,2014-02-28 22,7.4,,230.0,2.2,1019.8,
108,서울,2014-02-28 23,7.3,,250.0,1.6,1020.3,
108,서울,2014-03-01 00,7.2,,250.0,2.6,1020.5,
108,서울,2014-03-01 01,6.1,,250.0,3.5,1020.7,
108,서울,2014-03-01 02,4.9,,270.0,2.1,1020.6,
108,서울,2014-03-01 03,4.4,,250.0,1.7,1020.0,
108,서울,2014-03-01 04,4.4,,270.0,1.5,1020.0,
108,서울,2014-03-01 05,4.2,,270.0,1.2,1019.7,
108,서울,2014-03-01 06,4.0,,290.0,2.0,1019.4,
108,서울,2014-03-01 07,3.7,,270.0,2.3,1019.7,
108,서울,2014-03-01 08,3.4,,270.0,2.5,1020.1,
108,서울,2014-03-01 09,4.2,,270.0,1.6,1020.5,
108,서울,2014-03-01 10,5.8,,270.0,1.6,1019.9,
108,서울,2014-03-01 11,7.8,,230.0,2.6,1019.4,
108,서울,2014-03-01 12,9.3,,270.0,2.1,1018.6,
108,서울,2014-03-01 13,8.7,,320.0,3.3,1018.4,
108,서울,2014-03-01 14,8.6,,290.0,3.7,1017.3,
108,서울,2014-03-01 15,9.1,,290.0,2.9,1016.6,
108,서울,2014-03-01 16,8.9,,270.0,3.8,1016.4,
108,서울,2014-03-01 17,8.6,,270.0,3.2,1016.3,
108,서울,2014-03-01 18,7.9,,270.0,3.3,1016.6,
108,서울,2014-03-01 19,7.3,,250.0,3.1,1016.9,
108,서울,2014-03-01 20,6.4,,290.0,4.4,1017.9,
108,서울,2014-03-01 21,5.3,,270.0,2.5,1018.3,
108,서울,2014-03-01 22,4.7,,270.0,2.5,1018.3,
108,서울,2014-03-01 23,4.6,,290.0,2.5,1018.4,
108,서울,2014-03-02 00,3.9,,0.0,0.4,1018.8,
108,서울,2014-03-02 01,3.1,,50.0,2.8,1018.8,
108,서울,2014-03-02 02,2.4,,270.0,2.2,1019.1,
108,서울,2014-03-02 03,1.7,,0.0,0.2,1019.1,
108,서울,2014-03-02 04,1.3,,270.0,0.5,1019.0,
108,서울,2014-03-02 05,1.1,,20.0,0.8,1019.7,
108,서울,2014-03-02 06,0.8,,290.0,1.8,1020.1,
108,서울,2014-03-02 07,0.2,,290.0,1.8,1020.3,
108,서울,2014-03-02 08,0.0,,290.0,1.0,1020.8,
108,서울,2014-03-02 09,1.9,,270.0,1.9,1021.5,
108,서울,2014-03-02 10,4.1,,290.0,4.8,1021.9,
108,서울,2014-03-02 11,6.4,,320.0,2.9,1022.1,
108,서울,2014-03-02 12,7.1,,290.0,4.7,1022.1,
108,서울,2014-03-02 13,8.3,,290.0,4.2,1021.1,
108,서울,2014-03-02 14,9.0,,320.0,5.5,1020.7,
108,서울,2014-03-02 15,9.5,,270.0,5.0,1020.6,
108,서울,2014-03-02 16,9.7,,270.0,5.2,1020.6,
108,서울,2014-03-02 17,8.9,,290.0,4.9,1021.0,
108,서울,2014-03-02 18,7.5,,250.0,4.3,1021.1,
108,서울,2014-03-02 19,5.4,,270.0,3.1,1022.2,
108,서울,2014-03-02 20,5.0,,290.0,2.6,1022.8,
108,서울,2014-03-02 21,4.9,,320.0,3.6,1023.5,
108,서울,2014-03-02 22,4.3,,320.0,6.2,1024.0,
108,서울,2014-03-02 23,3.7,,340.0,3.2,1024.7,
108,서울,2014-03-03 00,2.9,,290.0,1.5,1025.3,
108,서울,2014-03-03 01,2.1,,320.0,1.2,1025.7,
108,서울,2014-03-03 02,1.2,,270.0,0.7,1026.1,
108,서울,2014-03-03 03,0.9,,290.0,1.7,1026.3,
108,서울,2014-03-03 04,0.1,,290.0,0.5,1026.5,
108,서울,2014-03-03 05,-0.3,,0.0,0.1,1026.6,
108,서울,2014-03-03 06,-0.6,,20.0,0.5,1027.0,
108,서울,2014-03-03 07,-0.8,,360.0,0.8,1027.2,
108,서울,2014-03-03 08,-0.3,,50.0,2.9,1027.7,
108,서울,2014-03-03 09,2.6,,70.0,1.6,1028.1,
108,서울,2014-03-03 10,5.4,,90.0,2.4,1028.1,
108,서울,2014-03-03 11,7.2,,230.0,3.0,1028.0,
108,서울,2014-03-03 12,8.6,,230.0,3.0,1027.6,
108,서울,2014-03-03 13,10.3,,200.0,3.3,1026.8,
108,서울,2014-03-03 14,11.4,,180.0,2.1,1025.7,
108,서울,2014-03-03 15,11.7,,230.0,3.6,1025.4,
108,서울,2014-03-03 16,11.4,,290.0,4.2,1025.3,
108,서울,2014-03-03 17,10.3,,270.0,5.0,1025.6,
108,서울,2014-03-03 18,9.1,,290.0,3.4,1025.7,
108,서울,2014-03-03 19,7.8,,290.0,2.7,1025.7,
108,서울,2014-03-03 20,6.5,,290.0,1.1,1026.1,
108,서울,2014-03-03 21,5.8,,320.0,1.6,1026.4,
108,서울,2014-03-03 22,5.1,,290.0,2.3,1027.5,
108,서울,2014-03-03 23,4.4,,290.0,1.9,1027.4,
108,서울,2014-03-04 00,3.7,,0.0,0.1,1026.6,
108,서울,2014-03-04 01,3.1,,70.0,0.9,1026.4,
108,서울,2014-03-04 02,2.6,,50.0,2.1,1026.1,
108,서울,2014-03-04 03,2.6,,0.0,0.4,1026.0,
108,서울,2014-03-04 04,2.3,,50.0,1.6,1025.9,
108,서울,2014-03-04 05,2.3,,50.0,1.0,1025.8,
108,서울,2014-03-04 06,2.5,,20.0,1.0,1025.8,
108,서울,2014-03-04 07,2.4,,20.0,2.0,1025.4,
108,서울,2014-03-04 08,3.0,,50.0,2.7,1025.4,
108,서울,2014-03-04 09,4.7,,50.0,1.9,1025.0,
108,서울,2014-03-04 10,6.9,,70.0,1.7,1024.3,
108,서울,2014-03-04 11,7.8,,200.0,1.2,1023.5,
108,서울,2014-03-04 12,9.8,,180.0,2.4,1022.6,
108,서울,2014-03-04 13,11.0,,200.0,2.7,1021.4,
108,서울,2014-03-04 14,11.9,,250.0,5.0,1020.4,
108,서울,2014-03-04 15,11.9,,250.0,4.7,1019.9,
108,서울,2014-03-04 16,11.2,,270.0,4.1,1019.7,
108,서울,2014-03-04 17,9.9,,270.0,4.7,1019.7,
108,서울,2014-03-04 18,8.5,,270.0,4.9,1019.8,
108,서울,2014-03-04 19,7.3,,250.0,3.5,1019.8,
108,서울,2014-03-04 20,6.5,,230.0,4.1,1019.9,
108,서울,2014-03-04 21,5.6,,270.0,4.2,1020.0,
108,서울,2014-03-04 22,5.4,,270.0,3.9,1020.2,
108,서울,2014-03-04 23,4.7,,250.0,4.9,1020.0,
108,서울,2014-03-05 00,4.5,,270.0,4.4,1020.0,
108,서울,2014-03-05 01,3.8,,270.0,5.7,1020.4,
108,서울,2014-03-05 02,2.3,,290.0,5.3,1021.1,
108,서울,2014-03-05 03,1.6,0.0,290.0,4.5,1021.4,
108,서울,2014-03-05 04,0.7,,290.0,3.3,1021.3,
108,서울,2014-03-05 05,-0.2,,290.0,4.0,1021.6,
108,서울,2014-03-05 06,-0.8,,290.0,2.4,1022.0,
108,서울,2014-03-05 07,-1.3,,20.0,1.5,1022.5,
108,서울,2014-03-05 08,-1.1,,340.0,3.5,1023.6,
108,서울,2014-03-05 09,-0.3,,320.0,4.7,1024.2,
108,서울,2014-03-05 10,1.3,,290.0,4.4,1024.3,
108,서울,2014-03-05 11,2.7,,290.0,4.7,1024.3,
108,서울,2014-03-05 12,4.0,,290.0,5.9,1023.6,
108,서울,2014-03-05 13,4.9,,360.0,4.5,1022.5,
108,서울,2014-03-05 14,4.8,,340.0,3.0,1022.2,
108,서울,2014-03-05 15,4.7,,320.0,5.3,1022.5,
108,서울,2014-03-05 16,4.4,,290.0,6.1,1022.6,
108,서울,2014-03-05 17,4.3,,270.0,5.6,1022.8,
108,서울,2014-03-05 18,2.7,,270.0,6.5,1023.7,
108,서울,2014-03-05 19,1.5,,290.0,4.6,1024.8,
108,서울,2014-03-05 20,0.8,,290.0,5.2,1025.7,
108,서울,2014-03-05 21,0.0,,340.0,2.8,1026.3,
108,서울,2014-03-05 22,-0.3,,320.0,2.9,1027.2,
108,서울,2014-03-05 23,-0.8,,290.0,2.7,1027.1,
108,서울,2014-03-06 00,-1.1,,250.0,2.5,1027.2,
108,서울,2014-03-06 01,-1.4,,290.0,2.4,1027.5,
108,서울,2014-03-06 02,-1.7,,320.0,1.9,1027.6,
108,서울,2014-03-06 03,-2.2,,360.0,0.9,1027.8,
108,서울,2014-03-06 04,-2.3,,340.0,2.3,1027.6,
108,서울,2014-03-06 05,-2.5,,290.0,3.2,1027.5,
108,서울,2014-03-06 06,-2.5,,290.0,2.3,1027.5,
108,서울,2014-03-06 07,-2.9,,290.0,2.0,1027.6,
108,서울,2014-03-06 08,-2.6,,270.0,1.9,1028.1,
108,서울,2014-03-06 09,-0.9,,270.0,2.8,1028.5,
108,서울,2014-03-06 10,1.0,,320.0,1.7,1027.9,
108,서울,2014-03-06 11,2.4,,290.0,3.0,1027.5,
108,서울,2014-03-06 12,3.4,,290.0,5.3,1027.2,
108,서울,2014-03-06 13,3.5,,270.0,6.0,1026.6,
108,서울,2014-03-06 14,2.7,,290.0,5.9,1026.4,
108,서울,2014-03-06 15,3.0,0.0,290.0,5.5,1026.1,
108,서울,2014-03-06 16,3.8,,270.0,6.8,1025.6,
108,서울,2014-03-06 17,3.8,,270.0,5.3,1025.3,
108,서울,2014-03-06 18,3.5,0.0,290.0,3.7,1025.5,
108,서울,2014-03-06 19,2.2,,270.0,5.2,1025.8,
108,서울,2014-03-06 20,1.5,,270.0,4.3,1026.5,
108,서울,2014-03-06 21,0.5,,290.0,3.3,1027.2,
108,서울,2014-03-06 22,-1.0,,290.0,3.8,1028.2,
108,서울,2014-03-06 23,-2.0,,320.0,3.7,1028.9,
108,서울,2014-03-07 00,-2.8,,340.0,2.3,1029.5,
108,서울,2014-03-07 01,-3.4,,290.0,2.4,1029.9,
108,서울,2014-03-07 02,-3.8,,290.0,2.6,1030.0,
108,서울,2014-03-07 03,-4.1,,270.0,2.4,1029.9,
108,서울,2014-03-07 04,-4.4,,270.0,2.7,1029.8,
108,서울,2014-03-07 05,-4.0,,270.0,3.0,1030.1,
108,서울,2014-03-07 06,-4.1,,290.0,3.4,1030.5,
108,서울,2014-03-07 07,-4.5,,270.0,3.4,1031.0,
108,서울,2014-03-07 08,-4.1,,290.0,3.5,1031.6,
108,서울,2014-03-07 09,-3.1,,290.0,4.8,1032.4,
108,서울,2014-03-07 10,-1.7,,290.0,3.1,1032.4,
108,서울,2014-03-07 11,0.7,,290.0,1.8,1031.7,
108,서울,2014-03-07 12,1.8,,320.0,3.9,1030.9,
108,서울,2014-03-07 13,2.9,,290.0,4.6,1029.7,
108,서울,2014-03-07 14,4.0,,230.0,4.7,1028.9,
108,서울,2014-03-07 15,4.0,,250.0,5.8,1028.5,
108,서울,2014-03-07 16,4.1,,250.0,5.3,1028.2,
108,서울,2014-03-07 17,3.2,,270.0,4.7,1028.7,
108,서울,2014-03-07 18,1.1,,250.0,6.0,1029.4,
108,서울,2014-03-07 19,0.1,,270.0,5.1,1029.7,
108,서울,2014-03-07 20,-0.1,,270.0,3.3,1030.1,
108,서울,2014-03-07 21,0.0,,270.0,3.4,1030.1,
108,서울,2014-03-07 22,0.2,,270.0,2.9,1029.7,
108,서울,2014-03-07 23,0.0,,270.0,3.1,1029.4,
108,서울,2014-03-08 00,-0.4,,270.0,2.6,1029.0,
108,서울,2014-03-08 01,-0.4,,270.0,2.3,1028.9,
108,서울,2014-03-08 02,-0.5,,250.0,1.9,1029.0,
108,서울,2014-03-08 03,-0.9,,230.0,0.7,1028.5,
108,서울,2014-03-08 04,-1.1,,290.0,1.0,1028.0,
108,서울,2014-03-08 05,-1.8,,250.0,0.8,1027.7,
108,서울,2014-03-08 06,-2.0,,0.0,0.0,1027.4,
108,서울,2014-03-08 07,-2.1,,0.0,0.0,1027.0,
108,서울,2014-03-08 08,-1.6,,0.0,0.0,1027.2,
108,서울,2014-03-08 09,0.4,,230.0,1.9,1027.1,
108,서울,2014-03-08 10,1.6,,250.0,2.7,1026.5,
108,서울,2014-03-08 11,2.8,,270.0,2.3,1026.3,
108,서울,2014-03-08 12,4.1,,250.0,2.7,1025.9,
108,서울,2014-03-08 13,5.2,,230.0,4.3,1025.1,
108,서울,2014-03-08 14,6.1,,270.0,4.8,1023.9,
108,서울,2014-03-08 15,6.5,,270.0,5.0,1023.0,
108,서울,2014-03-08 16,6.7,,290.0,3.5,1022.4,
108,서울,2014-03-08 17,5.9,,230.0,4.5,1022.1,
108,서울,2014-03-08 18,4.5,,290.0,3.8,1022.1,
108,서울,2014-03-08 19,3.4,,270.0,3.3,1022.2,
108,서울,2014-03-08 20,2.6,,270.0,4.6,1022.5,
108,서울,2014-03-08 21,1.7,,270.0,3.1,1022.7,
108,서울,2014-03-08 22,1.4,,230.0,3.4,1022.5,
108,서울,2014-03-08 23,1.3,,250.0,2.2,1022.5,
108,서울,2014-03-09 00,1.7,,250.0,2.4,1022.5,
108,서울,2014-03-09 01,1.1,,270.0,2.2,1022.2,
108,서울,2014-03-09 02,1.0,,230.0,1.4,1021.9,
108,서울,2014-03-09 03,1.1,0.3,200.0,1.2,1020.8,
108,서울,2014-03-09 04,0.8,,0.0,0.4,1020.4,
108,서울,2014-03-09 05,0.6,,290.0,1.4,1020.1,
108,서울,2014-03-09 06,0.6,1.6,320.0,2.2,1020.2,
108,서울,2014-03-09 07,0.6,,290.0,2.5,1020.0,
108,서울,2014-03-09 08,0.3,,290.0,2.4,1020.4,
108,서울,2014-03-09 09,0.4,0.3,320.0,3.6,1020.8,
108,서울,2014-03-09 10,0.9,,340.0,2.7,1021.2,
108,서울,2014-03-09 11,1.8,,290.0,5.5,1020.9,
108,서울,2014-03-09 12,3.4,,360.0,3.4,1020.4,
108,서울,2014-03-09 13,4.3,,290.0,5.0,1019.6,
108,서울,2014-03-09 14,4.4,,320.0,5.8,1019.2,
108,서울,2014-03-09 15,4.3,,290.0,6.4,1019.2,
108,서울,2014-03-09 16,4.5,,290.0,6.9,1019.3,
108,서울,2014-03-09 17,4.5,,270.0,5.4,1019.6,
108,서울,2014-03-09 18,2.8,,290.0,7.5,1020.3,
108,서울,2014-03-09 19,1.5,,290.0,4.4,1021.2,
108,서울,2014-03-09 20,0.6,,340.0,3.2,1022.6,
108,서울,2014-03-09 21,-0.1,,290.0,4.0,1023.4,
108,서울,2014-03-09 22,-0.7,,270.0,3.2,1024.3,
108,서울,2014-03-09 23,-0.9,,250.0,3.6,1024.6,
108,서울,2014-03-10 00,-1.6,,230.0,1.7,1024.7,
108,서울,2014-03-10 01,-1.9,,270.0,3.0,1024.9,
108,서울,2014-03-10 02,-2.2,,250.0,2.7,1025.3,
108,서울,2014-03-10 03,-2.3,,250.0,2.0,1025.4,
108,서울,2014-03-10 04,-2.7,,270.0,2.1,1025.4,
108,서울,2014-03-10 05,-3.1,,250.0,0.7,1025.6,
108,서울,2014-03-10 06,-3.4,,270.0,1.6,1025.9,
108,서울,2014-03-10 07,-3.2,,290.0,2.0,1026.4,
108,서울,2014-03-10 08,-2.6,,320.0,1.5,1026.8,
108,서울,2014-03-10 09,-0.7,,290.0,3.0,1027.3,
108,서울,2014-03-10 10,0.8,,270.0,3.3,1027.6,
108,서울,2014-03-10 11,3.0,,230.0,2.9,1027.6,
108,서울,2014-03-10 12,4.1,,250.0,4.5,1027.4,
108,서울,2014-03-10 13,5.2,,290.0,3.7,1027.2,
108,서울,2014-03-10 14,6.0,,270.0,4.5,1026.4,
108,서울,2014-03-10 15,7.1,,270.0,4.4,1025.7,
108,서울,2014-03-10 16,7.3,,270.0,4.0,1025.3,
108,서울,2014-03-10 17,7.2,,250.0,4.0,1025.1,
108,서울,2014-03-10 18,5.2,,250.0,4.7,1025.9,
108,서울,2014-03-10 19,2.8,,270.0,4.7,1026.7,
108,서울,2014-03-10 20,1.9,,270.0,3.3,1027.0,
108,서울,2014-03-10 21,1.5,,270.0,2.7,1027.4,
108,서울,2014-03-10 22,1.2,,270.0,2.7,1028.1,
108,서울,2014-03-10 23,0.9,,290.0,1.6,1028.1,
108,서울,2014-03-11 00,0.8,,230.0,2.7,1028.3,
108,서울,2014-03-11 01,0.8,,230.0,2.2,1028.1,
108,서울,2014-03-11 02,0.5,,250.0,2.0,1028.6,
108,서울,2014-03-11 03,0.1,,180.0,1.9,1027.8,
108,서울,2014-03-11 04,-0.3,,180.0,0.6,1027.7,
108,서울,2014-03-11 05,-0.6,,160.0,1.5,1027.8,
108,서울,2014-03-11 06,-0.9,,110.0,1.3,1027.6,
108,서울,2014-03-11 07,-0.4,,50.0,1.3,1028.0,
108,서울,2014-03-11 08,0.5,,110.0,1.7,1028.0,
108,서울,2014-03-11 09,1.5,,110.0,1.4,1028.4,
108,서울,2014-03-11 10,3.7,,110.0,1.5,1027.9,
108,서울,2014-03-11 11,5.6,,160.0,1.8,1027.2,
108,서울,2014-03-11 12,7.5,,250.0,4.4,1026.4,
108,서울,2014-03-11 13,8.1,,230.0,5.0,1025.6,
108,서울,2014-03-11 14,8.9,,230.0,5.3,1024.8,
108,서울,2014-03-11 15,9.0,,230.0,5.3,1024.6,
108,서울,2014-03-11 16,9.2,,250.0,5.0,1024.0,
108,서울,2014-03-11 17,8.9,,230.0,4.9,1023.7,
108,서울,2014-03-11 18,8.4,,270.0,3.7,1023.6,
108,서울,2014-03-11 19,7.2,,270.0,3.0,1024.0,
108,서울,2014-03-11 20,6.1,,270.0,2.7,1024.0,
108,서울,2014-03-11 21,6.1,,250.0,3.5,1024.0,
108,서울,2014-03-11 22,5.8,,250.0,3.7,1024.5,
108,서울,2014-03-11 23,5.3,,270.0,3.6,1024.8,
108,서울,2014-03-12 00,4.6,,250.0,2.7,1024.5,
108,서울,2014-03-12 01,4.0,,250.0,1.9,1024.0,
108,서울,2014-03-12 02,4.1,,250.0,0.6,1023.4,
108,서울,2014-03-12 03,4.7,,250.0,2.3,1022.7,
108,서울,2014-03-12 04,5.1,,250.0,2.5,1022.7,
108,서울,2014-03-12 05,5.1,,230.0,1.1,1021.8,
108,서울,2014-03-12 06,5.0,,0.0,0.2,1021.3,
108,서울,2014-03-12 07,4.7,,20.0,1.0,1021.3,
108,서울,2014-03-12 08,4.7,,50.0,2.1,1020.8,
108,서울,2014-03-12 09,6.8,,50.0,1.6,1020.7,
108,서울,2014-03-12 10,8.6,,50.0,2.8,1020.0,
108,서울,2014-03-12 11,9.1,,20.0,1.2,1018.8,
108,서울,2014-03-12 12,9.1,,50.0,1.7,1017.6,
108,서울,2014-03-12 13,9.5,,270.0,1.6,1017.1,
108,서울,2014-03-12 14,9.1,,250.0,2.5,1016.3,
108,서울,2014-03-12 15,8.9,0.0,20.0,1.3,1015.6,
108,서울,2014-03-12 16,8.2,,180.0,2.9,1014.8,
108,서울,2014-03-12 17,8.1,,20.0,0.5,1014.8,
108,서울,2014-03-12 18,7.8,0.2,50.0,1.7,1014.5,
108,서울,2014-03-12 19,7.6,,20.0,0.6,1014.5,
108,서울,2014-03-12 20,7.2,,50.0,1.0,1014.4,
108,서울,2014-03-12 21,7.0,0.0,50.0,2.0,1014.2,
108,서울,2014-03-12 22,6.9,,20.0,1.3,1013.9,
108,서울,2014-03-12 23,6.4,,290.0,0.7,1013.4,
108,서울,2014-03-13 00,6.0,,20.0,0.7,1013.2,
108,서울,2014-03-13 01,5.9,,290.0,1.8,1012.8,
108,서울,2014-03-13 02,5.9,,50.0,3.4,1012.7,
108,서울,2014-03-13 03,5.7,,50.0,4.8,1012.0,
108,서울,2014-03-13 04,5.6,,50.0,4.0,1011.4,
108,서울,2014-03-13 05,5.4,,50.0,4.1,1011.4,
108,서울,2014-03-13 06,5.2,,70.0,3.5,1011.7,
108,서울,2014-03-13 07,4.9,,70.0,5.0,1012.5,
108,서울,2014-03-13 08,4.8,,70.0,5.4,1012.9,
108,서울,2014-03-13 09,4.9,,70.0,6.0,1013.2,
108,서울,2014-03-13 10,5.4,,70.0,5.5,1013.9,
108,서울,2014-03-13 11,6.1,,90.0,5.9,1013.8,
108,서울,2014-03-13 12,7.9,,70.0,3.5,1013.3,
108,서울,2014-03-13 13,8.0,,70.0,3.7,1013.0,
108,서울,2014-03-13 14,7.8,,70.0,2.7,1012.7,
108,서울,2014-03-13 15,7.2,,70.0,4.0,1013.3,
108,서울,2014-03-13 16,6.5,,70.0,0.9,1013.7,
108,서울,2014-03-13 17,5.9,,270.0,1.6,1014.1,
108,서울,2014-03-13 18,5.4,0.0,50.0,3.6,1014.7,
108,서울,2014-03-13 19,4.6,,90.0,4.4,1015.4,
108,서울,2014-03-13 20,3.9,,70.0,3.3,1016.2,
108,서울,2014-03-13 21,3.5,,70.0,4.7,1016.9,
108,서울,2014-03-13 22,2.8,,90.0,4.4,1017.4,
108,서울,2014-03-13 23,2.1,,70.0,3.8,1017.6,
108,서울,2014-03-14 00,1.6,,70.0,3.5,1018.0,
108,서울,2014-03-14 01,1.1,,70.0,3.5,1018.3,
108,서울,2014-03-14 02,0.6,,50.0,2.7,1018.4,
108,서울,2014-03-14 03,0.4,,70.0,2.5,1018.1,
108,서울,2014-03-14 04,0.0,,50.0,3.6,1018.0,
108,서울,2014-03-14 05,-0.6,,50.0,2.1,1018.5,
108,서울,2014-03-14 06,-1.0,,70.0,1.8,1018.7,
108,서울,2014-03-14 07,-1.3,,50.0,2.6,1019.1,
108,서울,2014-03-14 08,-0.4,,20.0,2.2,1019.4,
108,서울,2014-03-14 09,2.3,,140.0,2.1,1019.5,
108,서울,2014-03-14 10,4.3,,200.0,1.6,1019.7,
108,서울,2014-03-14 11,6.1,,230.0,3.0,1019.6,
108,서울,2014-03-14 12,6.9,,290.0,3.4,1019.1,
108,서울,2014-03-14 13,7.6,,270.0,5.4,1018.5,
108,서울,2014-03-14 14,8.0,,250.0,5.3,1018.0,
108,서울,2014-03-14 15,7.4,,270.0,5.7,1017.8,
108,서울,2014-03-14 16,7.2,,270.0,6.0,1017.8,
108,서울,2014-03-14 17,6.9,,270.0,4.9,1018.0,
108,서울,2014-03-14 18,5.7,,250.0,5.1,1018.8,
108,서울,2014-03-14 19,4.5,,270.0,3.5,1019.4,
108,서울,2014-03-14 20,3.9,,230.0,3.8,1019.8,
108,서울,2014-03-14 21,3.5,,230.0,3.6,1020.4,
108,서울,2014-03-14 22,2.9,,270.0,3.3,1020.7,
108,서울,2014-03-14 23,2.4,,270.0,3.2,1020.8,
108,서울,2014-03-15 00,2.2,,250.0,3.8,1020.9,
108,서울,2014-03-15 01,1.8,,270.0,3.6,1021.2,
108,서울,2014-03-15 02,1.3,,270.0,2.4,1021.2,
108,서울,2014-03-15 03,1.4,,200.0,2.5,1021.1,
108,서울,2014-03-15 04,0.9,,230.0,1.6,1021.0,
108,서울,2014-03-15 05,0.6,,50.0,1.5,1021.2,
108,서울,2014-03-15 06,0.3,,20.0,1.6,1021.6,
108,서울,2014-03-15 07,0.6,,50.0,2.6,1021.2,
108,서울,2014-03-15 08,1.5,,50.0,2.9,1021.2,
108,서울,2014-03-15 09,2.8,,50.0,2.7,1021.2,
108,서울,2014-03-15 10,4.3,,50.0,2.4,1021.1,
108,서울,2014-03-15 11,6.3,,230.0,1.6,1020.6,
108,서울,2014-03-15 12,9.5,,200.0,3.4,1019.5,
108,서울,2014-03-15 13,11.0,,230.0,6.2,1018.9,
108,서울,2014-03-15 14,12.1,,230.0,6.5,1017.7,
108,서울,2014-03-15 15,13.0,,230.0,7.6,1016.7,
108,서울,2014-03-15 16,13.0,,230.0,8.6,1016.3,
108,서울,2014-03-15 17,12.2,,230.0,7.2,1016.1,
108,서울,2014-03-15 18,11.2,,230.0,7.0,1016.4,
108,서울,2014-03-15 19,10.2,,230.0,4.8,1016.5,
108,서울,2014-03-15 20,9.8,,200.0,5.4,1016.6,
108,서울,2014-03-15 21,8.9,,230.0,3.9,1016.7,
108,서울,2014-03-15 22,8.5,,230.0,4.0,1017.4,
108,서울,2014-03-15 23,8.2,,230.0,4.1,1017.3,
108,서울,2014-03-16 00,7.5,,250.0,3.0,1018.0,
108,서울,2014-03-16 01,7.0,,270.0,2.9,1018.3,
108,서울,2014-03-16 02,6.8,,270.0,2.1,1018.5,
108,서울,2014-03-16 03,6.2,,0.0,0.4,1018.3,
108,서울,2014-03-16 04,5.9,,50.0,0.5,1018.0,
108,서울,2014-03-16 05,5.8,,20.0,1.8,1018.7,
108,서울,2014-03-16 06,6.2,,70.0,1.9,1019.3,
108,서울,2014-03-16 07,6.7,,50.0,2.8,1019.7,
108,서울,2014-03-16 08,7.1,,20.0,1.7,1020.4,
108,서울,2014-03-16 09,8.8,,140.0,1.6,1021.1,
108,서울,2014-03-16 10,10.3,,160.0,2.0,1021.8,
108,서울,2014-03-16 11,12.5,,180.0,2.0,1021.5,
108,서울,2014-03-16 12,14.6,,70.0,1.5,1021.5,
108,서울,2014-03-16 13,16.0,,200.0,2.7,1021.3,
108,서울,2014-03-16 14,17.1,,230.0,3.3,1020.0,
108,서울,2014-03-16 15,18.1,,180.0,2.8,1019.7,
108,서울,2014-03-16 16,18.4,,230.0,2.8,1019.3,
108,서울,2014-03-16 17,17.3,,180.0,3.2,1019.3,
108,서울,2014-03-16 18,15.8,,230.0,3.2,1019.6,
108,서울,2014-03-16 19,13.6,,250.0,3.8,1020.3,
108,서울,2014-03-16 20,12.3,,250.0,2.2,1020.7,
108,서울,2014-03-16 21,11.4,,250.0,2.0,1021.4,
108,서울,2014-03-16 22,10.6,,270.0,2.5,1021.6,
108,서울,2014-03-16 23,9.9,,270.0,2.8,1022.1,
108,서울,2014-03-17 00,9.3,,230.0,1.3,1021.8,
108,서울,2014-03-17 01,9.0,,50.0,1.4,1021.3,
108,서울,2014-03-17 02,8.4,,70.0,2.1,1020.8,
108,서울,2014-03-17 03,8.0,,70.0,2.1,1020.6,
108,서울,2014-03-17 04,7.7,,50.0,2.1,1020.5,
108,서울,2014-03-17 05,7.4,,110.0,1.9,1020.2,
